frame_idx,timestamp,fsr_force_g,contact_point_count,qpos_index_joint0,qpos_index_joint1,qpos_index_joint2,qpos_index_joint3,qvel_index_joint0,qvel_index_joint1,qvel_index_joint2,qvel_index_joint3,qacc_index_joint0,qacc_index_joint1,qacc_index_joint2,qacc_index_joint3,tau_motion_no_contact_index_joint0,tau_motion_no_contact_index_joint1,tau_motion_no_contact_index_joint2,tau_motion_no_contact_index_joint3,tau_contact_fsr_index_joint0,tau_contact_fsr_index_joint1,tau_contact_fsr_index_joint2,tau_contact_fsr_index_joint3,tau_required_with_fsr_index_joint0,tau_required_with_fsr_index_joint1,tau_required_with_fsr_index_joint2,tau_required_with_fsr_index_joint3
0,597757.906145,55.0,120,0.0,0.5395378842353822,0.48793718194961555,0.5238869578838349,0.0,-0.2243252466280108,0.0534907182895763,-0.09689000801496483,0.0,-3.7689268996704577,3.415600580666747,-0.7941485946327518,-1.0182636676541916e-07,-0.22120119888917053,0.07622793314302766,-0.08570458751522425,4.032139931854223e-20,-0.03309612046228218,-0.01137205878194772,-0.006698445332200072,-1.0182636676545948e-07,-0.18810507842688834,0.08759999192497538,-0.07900614218302418
1,597757.938698,55.0,120,0.0,0.530223905992508,0.49155690412521363,0.5203164602279663,0.0,-0.3479094620210006,0.16889874951151818,-0.12247519045982358,0.0,-3.823873474662556,3.674869184234165,-0.7777607485382798,-8.982685238038967e-08,-0.3206426574424726,0.1711375091098642,-0.10601155918305893,4.032139931854336e-20,-0.03341096198075901,-0.011586858032431245,-0.006819279014034439,-8.982685238042999e-08,-0.2872316954617136,0.18272436714229545,-0.0991922801690245
2,597757.971111,54.0,120,0.0,0.516952862701416,0.4988937357330323,0.5159338088798523,0.0,-0.4727393349347926,0.2921960502821692,-0.14742030219654634,0.0,-3.1824388835169524,3.6195714391201634,-0.5051151493380652,-4.364338521761576e-08,-0.41410185624550067,0.2692203984434542,-0.12324205650860381,3.958828296729675e-20,-0.03316764613091688,-0.011603603548743527,-0.006826724521205059,-4.364338521765534e-08,-0.3809342101145838,0.2808240019921977,-0.11641533198739876
3,597758.003355,54.0,120,0.0,0.4996793396167755,0.5104272277565003,0.510788821138382,0.0,-0.5539018745694735,0.4029915362172014,-0.15522358420137916,0.0,-1.8115984885779168,3.6327842310992784,0.16997772947826806,5.0695046266259294e-08,-0.4653102516438613,0.3579985838073825,-0.12273166555930898,3.958828296729614e-20,-0.03357049962666069,-0.011834168454249854,-0.006964606963911119,5.069504626621971e-08,-0.4317397520172006,0.3698327522616323,-0.11576705859539786
4,597758.036865,53.0,120,0.0,0.48048463995399476,0.5255089856315612,0.5057384434997558,0.0,-0.5900376902269961,0.5315737752838601,-0.1351799620260543,0.0,-0.4485069318935402,3.9010692926374393,0.7901215680618952,1.4940430857468857e-07,-0.48057121265591624,0.46356114357633316,-0.10049226212274193,3.885516661604981e-20,-0.033307640785468336,-0.01179339770724775,-0.006948929402670802,1.4940430857464971e-07,-0.4472635718704479,0.4753545412835809,-0.09354333272007112
5,597758.068371,52.0,120,0.0,0.46138445206596373,0.5446711188259888,0.501939567618332,0.0,-0.585510964169047,0.656374852778721,-0.10459950012166352,0.0,0.6544005693874553,2.9382260764890518,0.841598700313529,1.7586981294322212e-07,-0.465924315750186,0.5537804490991102,-0.07551218890332961,3.8122050264803475e-20,-0.032891843000882895,-0.01161508801059611,-0.006862985912642962,1.75869812943184e-07,-0.4330324727493031,0.5653955371097062,-0.06864920299068665
6,597758.100725,51.0,120,0.0,0.443129538838974,0.5675078778031005,0.49908618068119814,0.0,-0.5473698278051842,0.7174506066185984,-0.08165723989814389,0.0,1.0877516918694976,1.3168714067080298,0.5402298399353198,1.3249674972112668e-07,-0.4311054195064119,0.586427125834095,-0.06017345219636082,3.738893391355746e-20,-0.032319831746465535,-0.011301468245965018,-0.006710526897762735,1.3249674972108927e-07,-0.3987855877599464,0.59772859408006,-0.053462925298598085
7,597758.133022,51.0,120,0.0,0.42599452562722473,0.5910536955644714,0.496659601016211,0.0,-0.5151763513077405,0.7415769271807306,-0.06965386635389326,0.0,0.6943352334740469,0.17315070612266403,0.09210826352610768,5.972630851408643e-08,-0.40932886636443633,0.5942860539706318,-0.05505476560110369,3.7388933913557384e-20,-0.032309918544951674,-0.011156399768881874,-0.0066632461422596444,5.972630851404904e-08,-0.37701894781948464,0.6054424537395137,-0.04839151945884405
8,597758.165105,50.0,120,0.0,0.4099559293396704,0.6152452525178613,0.49459952734579044,0.0,-0.5025395017967291,0.7288428488418219,-0.075608059918582,0.0,-0.5068709927156512,-0.34932985516360127,-0.5531585767456373,-3.430099987832219e-08,-0.4112892141766173,0.5788660934566409,-0.06627464568253988,3.665581756231133e-20,-0.03160162988615686,-0.010744375662507804,-0.006461507465490419,-3.4300999878358846e-08,-0.37968758429046046,0.5896104691191487,-0.059813138217049464
9,597758.198937,48.0,120,0.0,0.39286018381177845,0.6390048644288397,0.4916349412812344,0.0,-0.5518234628011527,0.7187218233575123,-0.10743612528623103,0.0,-1.7490979465702985,-0.4563937824956117,-0.9662795461657698,-1.0788778979212338e-07,-0.46319321076889636,0.5696917854370773,-0.09587195062059106,3.518958485981875e-20,-0.03031553893546901,-0.010176977700227512,-0.006161500903226047,-1.0788778979215857e-07,-0.43287767183342735,0.5798687631373048,-0.08971044971736501
10,597758.230272,50.0,120,0.0,0.37421895201730304,0.6620031278406793,0.4876935149680418,0.0,-0.6151167452141824,0.6998573057698501,-0.13845489632499497,0.0,-1.7058116578582094,-0.5532694198977186,-0.8122424884999719,-1.0317837451378651e-07,-0.5134081007977103,0.5536387968772092,-0.11914624390248216,3.6655817562311317e-20,-0.03163259381708241,-0.010530614971122159,-0.006413362500691646,-1.0317837451382318e-07,-0.4817755069806279,0.5641694118483314,-0.11273288140179051
11,597758.262659,50.0,120,0.0,0.3536204672712292,0.6835282406071993,0.48278521024790144,0.0,-0.6598492775871101,0.6835706974955809,-0.1588137577213784,0.0,-1.0692263639319695,-0.1564025459064382,-0.4632474682891474,-4.60488460691285e-08,-0.5428219111231765,0.5445909207229278,-0.1319412872396545,3.665581756231117e-20,-0.03179406747190943,-0.010563255169942318,-0.006459950604279681,-4.604884606916515e-08,-0.5110278436512671,0.5551541758928701,-0.12548133663537483
12,597758.294964,51.0,120,0.0,0.331535887071149,0.7062215797790029,0.47742072481796527,0.0,-0.6843382341458479,0.6896825627062402,-0.16845038705177018,0.0,-0.11517565209585001,0.3384925320232668,-0.11651644123626514,2.9057484168904887e-08,-0.5528557717163135,0.5544458596095069,-0.13618018715084326,3.7388933913557366e-20,-0.0326079044322151,-0.010821792721154919,-0.0066457705226739,2.9057484168867498e-08,-0.5202478672840984,0.5652676523306618,-0.12953441662816936
13,597758.328016,51.0,120,0.0,0.3088930989095819,0.7285844963938505,0.4717721818994315,0.0,-0.6664052468838593,0.7059191869600401,-0.16615419592716307,0.0,1.751122424581185,1.1291254815361391,0.42227199516354563,1.5886634463188157e-07,-0.519796794481375,0.5753697904247667,-0.1289488492913538,3.73889339135573e-20,-0.03280552887343583,-0.010896462905424778,-0.006716142643527971,1.5886634463184417e-07,-0.4869912656079391,0.5862662533301914,-0.12223270664782583
14,597758.359612,50.0,120,0.0,0.2884009786279401,0.7517743406415391,0.4666656767615343,0.0,-0.5745734637536604,0.7608616715848981,-0.14215607212913817,0.0,3.864107320655666,1.618526391285359,0.9739090653345444,2.8138106341179633e-07,-0.4251409354198951,0.6242510206503187,-0.10422628682307913,3.665581756231174e-20,-0.03224922164333054,-0.010670142473901932,-0.0066124199269338765,2.813810634117597e-07,-0.39289171377656457,0.6349211631242206,-0.09761386689614526
15,597758.391956,51.0,120,0.0,0.27226687612783124,0.7772747300243703,0.46271218341896253,0.0,-0.41788459120881516,0.8092255443293759,-0.10355794356946735,0.0,4.392512945111911,1.5836985319137185,0.970571393979502,2.9762557890638073e-07,-0.2944903904492273,0.6626135217198635,-0.07337802717030183,3.7388933913557396e-20,-0.03275941915428129,-0.010675270746854693,-0.006680513429095664,2.9762557890634336e-07,-0.26173097129494605,0.6732887924667182,-0.06669751374120617
16,597758.425944,50.0,120,0.0,0.2609547646256384,0.8055220645408889,0.4598594342256333,0.0,-0.28473302665574174,0.8662096153856176,-0.07852728562652889,0.0,3.3114271914900604,1.2469266989086663,0.3919310328394907,2.2327670799154915e-07,-0.19880383342772026,0.7048438740833359,-0.05914041556817991,3.665581756231161e-20,-0.03174336061923667,-0.010045080510362705,-0.006384989422792431,2.2327670799151249e-07,-0.1670604728084836,0.7148889545936986,-0.052755426145387474
17,597758.457217,51.0,120,0.0,0.2534341962267635,0.833621390798971,0.45755922830778323,0.0,-0.1986174611554561,0.8928411350958516,-0.07618408279503264,0.0,2.211053483405625,1.09351259643433,-0.1179209840186144,1.585562547504128e-07,-0.14092547251137655,0.7246347970011522,-0.06236293575535341,3.738893391355729e-20,-0.03186973508822528,-0.009707080053197236,-0.006292938147936011,1.585562547503754e-07,-0.10905573742315128,0.7343418770543494,-0.056069997607417404
18,597758.490724,51.0,120,0.0,0.2482820535603903,0.8633340471103073,0.45491205125393835,0.0,-0.14401199358791494,0.9381669168967335,-0.08705862939290387,0.0,0.8146542800759637,0.6926836969221402,-0.4635782544005407,7.178994712631795e-08,-0.11121671151186384,0.756909899603011,-0.07451764521400549,3.7388933913557973e-20,-0.031240845813210034,-0.009058081566977337,-0.0060267237731773254,7.178994712628056e-08,-0.07997586569865381,0.7659679811699883,-0.06849092144082816
19,597758.521648,52.0,120,0.0,0.24410692651301558,0.893813089777174,0.45198996161891913,0.0,-0.142080368146281,0.9407497886929992,-0.10536233425696828,0.0,-0.316443848328388,-1.3487964205779104,-0.7191104639101056,-6.945177236465562e-08,-0.1209975189850685,0.7385789691083405,-0.09171589804107234,3.689397574705755e-20,-0.03129816978414217,-0.008664274376178996,-0.0059935335106481155,-6.945177236469252e-08,-0.08969934920092633,0.7472432434845195,-0.08572236453042423
20,597758.554277,53.0,120,0.0,0.23922765413308095,0.9229643235597154,0.448177871270767,0.0,-0.1654506434163947,0.8474280019968337,-0.13320602674833548,0.0,-1.1560752452589522,-2.4254820963090857,-1.1267726384367343,-1.6091895102430436e-07,-0.1480867738614044,0.6531795047776128,-0.11806540231266036,3.7603475280654705e-20,-0.031258599983178155,-0.008170680488591812,-0.005845317091109915,-1.6091895102434197e-07,-0.11682817387822625,0.6613501852662046,-0.11222008522155044
21,597758.587347,52.0,120,0.0,0.23322285480804406,0.949447427590143,0.4432239188065459,0.0,-0.21842390978397574,0.7817839525112991,-0.17963296552195906,0.0,-1.9543288843558013,-2.239387456609526,-1.3573812474151445,-1.9568272191961627e-07,-0.19843570568040797,0.6025538121514045,-0.15750980348154575,3.6893975747057675e-20,-0.030163501242926855,-0.007489295083113033,-0.005537274058357152,-1.9568272191965317e-07,-0.16827220443748112,0.6100431072345175,-0.1519725294231886
22,597758.619211,53.0,120,0.0,0.22513176673656432,0.9737737595235914,0.4365842245666448,0.0,-0.29151836460610303,0.702618004157749,-0.22145637555954778,0.0,-2.3194660867845367,-2.9811787163410646,-1.0602052696725708,-2.404994008178793e-07,-0.26055492868053315,0.531822494488526,-0.18799556886579294,3.7603475280655505e-20,-0.030380247044931936,-0.0072412294308833785,-0.005518495125753758,-2.404994008179169e-07,-0.2301746816356012,0.5390637239194094,-0.1824770737400392
23,597758.651735,52.0,120,0.0,0.21440243412260793,0.9946064757661509,0.4289473408578447,0.0,-0.3678037207534701,0.5891694051128695,-0.24756090440439582,0.0,-2.2122146510174296,-3.4355857722690155,-0.6758999983236866,-2.4768907205414863e-07,-0.3204987748935195,0.43653484274718896,-0.20503531694924085,3.6893975747057374e-20,-0.029647354927207898,-0.0069097851113689,-0.005382700217931965,-2.4768907205418553e-07,-0.29085141996631164,0.44344462785855787,-0.19965261673130888
24,597758.683822,53.0,120,0.0,0.20140051475528545,1.01188517470014,0.4206001384352534,0.0,-0.4345674825816661,0.4805957390824265,-0.2652369626410884,0.0,-2.1843136351824617,-3.1899969354930633,-0.45195142773116137,-2.2988383912984366e-07,-0.37362680811752647,0.35214021137183305,-0.21693722217186423,3.760347528065482e-20,-0.030240138531668438,-0.007025484640555716,-0.005539469196491267,-2.2988383912988127e-07,-0.343386669585858,0.35916569601238874,-0.21139775297537297
25,597758.716624,52.0,120,0.0,0.1861613333730989,1.0257081338473313,0.4117290137843203,0.0,-0.5096914512263062,0.3824538151900576,-0.27674453788529263,0.0,-2.0441620649251675,-2.616552730072905,-0.11899387263576244,-1.9038650184326417e-07,-0.43232535853357695,0.27936276065707044,-0.2228153937582766,3.6893975747058115e-20,-0.029865002572907022,-0.007047467723829712,-0.005566602889128945,-1.9038650184330106e-07,-0.4024603559606699,0.28641022838090013,-0.21724879086914767
26,597758.748741,53.0,120,0.0,0.16837301168911403,1.0367665011650842,0.4026427005637417,0.0,-0.567606026170314,0.3102228291835196,-0.27327621048834416,0.0,-0.7451103573462019,-2.1363140648138463,0.4928164030976645,-9.93698829431679e-08,-0.4656454677749206,0.2263836934880291,-0.2139226428691918,3.7603475280654735e-20,-0.030797085126689588,-0.00749893190891473,-0.005878777417710599,-9.93698829432055e-08,-0.434848382648231,0.23388262539694382,-0.2080438654514812
27,597758.780768,53.0,120,0.0,0.14975528320926623,1.0456131950192866,0.3941982523527725,0.0,-0.5576760057622485,0.24540183148739558,-0.24520249402295224,0.0,0.6764796712969519,-1.7733698481952431,0.9678351255769875,-1.592822803838781e-08,-0.44346804103073406,0.17815356585115638,-0.18671434114690386,3.760347528065474e-20,-0.031228126221772682,-0.007894099183547679,-0.006113192513910963,-1.5928228038425413e-08,-0.4122399148089614,0.18604766503470405,-0.1806011486329929
28,597758.813876,52.0,120,0.0,0.13210075180735745,1.052682982696948,0.38671202905392515,0.0,-0.5227379354569961,0.1952652777397006,-0.21003561129222792,0.0,1.2148924377246972,-1.3251098905732714,1.0933596279508744,2.4526466862911348e-08,-0.41014083568604787,0.1425136743561918,-0.15732920161926672,3.812205026480353e-20,-0.030920725565050638,-0.008000917026013174,-0.0060829474757317864,2.4526466862873225e-08,-0.3792201101209972,0.15051459138220497,-0.15124625414353493
29,597758.845704,52.0,120,0.0,0.11578440546795969,1.058338812839077,0.38051901179485215,0.0,-0.4791864702920636,0.1588794473034305,-0.17428235294174588,0.0,1.924428900471855,-1.0876859526819604,1.2211489280514254,6.206571457375685e-08,-0.36820729004585545,0.11576642414101326,-0.12745170907776707,3.812205026480382e-20,-0.031319664569245384,-0.008382135817335119,-0.006292496883711252,6.206571457371874e-08,-0.33688762547661005,0.12414855995834838,-0.12115921219405582
30,597758.878085,52.0,120,0.0,0.10136999019825654,1.06286347695278,0.3755441750521079,0.0,-0.3985519007749674,0.12548798449207155,-0.13151772908735904,0.0,2.612592469419159,-0.9014338981959757,1.3415205708426259,9.366664717377691e-08,-0.29681910609322076,0.09090395398247192,-0.09203877209586867,3.8122050264804125e-20,-0.03167262308817799,-0.008724519742448148,-0.006475835202416882,9.36666471737388e-08,-0.2651464830050428,0.09962847372492006,-0.08556293689345178
31,597758.910647,53.0,120,0.0,0.08991816518778957,1.0664832082437428,0.3719858845420373,0.0,-0.3094724410267047,0.10038473425639083,-0.08715241363719795,0.0,2.666357140101414,-0.7155694484568749,1.406708005725184,9.841085458578993e-08,-0.2250314612561652,0.07266602539375056,-0.05589792120223683,3.8855166616049897e-20,-0.03255723408885753,-0.009162722321268406,-0.0067425752762511025,9.841085458575107e-08,-0.19247422716730767,0.08182874771501897,-0.04915534592598572
32,597758.942931,53.0,120,0.0,0.08127856589814311,1.0693789932765125,0.36988044066013437,0.0,-0.2256109223553091,0.07905551506941677,-0.040322823355371185,0.0,2.340951543081281,-0.550805625599604,1.4294434371213582,8.798986825345095e-08,-0.1612156929364243,0.05723675809841876,-0.018210203879442652,3.885516661605043e-20,-0.032750475057522495,-0.009354147034345799,-0.006840062385704911,8.79898682534121e-08,-0.1284652178789018,0.06659090513276456,-0.011370141493737742
33,597758.977238,53.0,120,0.0,0.07506977066366105,1.0717031887084294,0.3694046221795204,0.0,-0.15465714825829813,0.0641644944050519,0.00794757723550088,0.0,1.9068013428171475,-0.3881401141592823,1.2543040085542074,7.312509635622467e-08,-0.10881282705728958,0.0469396872717704,0.01865209950034465,3.885516661604988e-20,-0.03286816029669279,-0.009471605484348642,-0.00689403670920817,7.312509635618582e-08,-0.07594466676059679,0.056411292756119044,0.02554613620955282
34,597759.007729,52.0,120,0.0,0.07106738692496799,1.0735625450539628,0.37023818076630616,0.0,-0.10089071364899804,0.05357390037185006,0.04205422546593862,0.0,1.7024255137578979,-0.36544597200384277,0.9985171371050103,6.248195320817933e-08,-0.06785352629133581,0.038688046610698267,0.04337832155683416,3.812205026480439e-20,-0.03229790410258064,-0.009343119359890377,-0.006779838577298759,6.248195320814121e-08,-0.03555562218875517,0.048031165970588645,0.05015816013413292
35,597759.040306,53.0,120,0.0,0.06883784894923037,1.0750500301303894,0.3721203949529345,0.0,-0.047551465869835496,0.04103840458694208,0.07040401586454514,0.0,1.2809275629558603,-0.3211794713590579,0.6946434006123265,4.428275257809104e-08,-0.029410129796401476,0.029097058472463466,0.06301833156391021,3.8855166616049915e-20,-0.032916698410782326,-0.009520822924057641,-0.006896129802121131,4.428275257805218e-08,0.00350656861438085,0.03861788139652111,0.06991446136603134
36,597759.072681,53.0,120,0.0,0.06797041169627242,1.0762299330856349,0.3748059770646425,0.0,-0.01754836688715322,0.0326870299645492,0.087243424562363,0.0,0.4516655207761878,-0.23231453115321987,0.27262933926647337,1.1093539666223084e-08,-0.0137222008645464,0.023297640186814315,0.07226799447973298,3.88551666160499e-20,-0.0328743360462312,-0.009478627156194424,-0.006859036741024432,1.1093539666184228e-08,0.019152135181684803,0.03277626734300874,0.07912703122075741
37,597759.105348,58.0,120,0.0,0.06770189153610653,1.0771738554498311,0.3777973990585591,0.0,-0.01845292982121971,0.02594324591054331,0.08799117748380514,0.0,-0.39253973097536143,-0.17831553544553147,-0.1451977042718018,-2.400762672900137e-08,-0.022909741287982042,0.01843601745573402,0.06868632493034982,4.252074837228161e-20,-0.03591381798822438,-0.010311027091005585,-0.007456376615444552,-2.400762672904389e-08,0.013004076700242336,0.028747044546739604,0.07614270154579438
38,597759.138219,53.0,120,0.0,0.06675685547756344,1.0779289933411882,0.38057127681940284,0.0,-0.04342395910933505,0.021012097128920715,0.07765866342685346,0.0,-1.141255339127393,-0.13857654850686763,-0.4573324101120406,-5.489456414588833e-08,-0.050394343814310086,0.014881331122084989,0.05729736510454062,3.8855166616050444e-20,-0.032788609068893325,-0.009393162791591246,-0.006781501384999385,-5.489456414592719e-08,-0.01760573474541676,0.024274493913676233,0.06407886648954
39,597759.169801,59.0,120,0.0,0.06494017523898435,1.0785331036542738,0.38281973789190843,0.0,-0.09104581482796337,0.016982661028084323,0.058876150231593094,0.0,-1.756932857696401,-0.11692258375810127,-0.5653459806047102,-7.9002030692816e-08,-0.09466711860031535,0.011866764017567177,0.041189643174234264,4.325386472352719e-20,-0.03650772894149537,-0.010464250895189863,-0.007534886049995478,-7.900203069285925e-08,-0.05815938965881998,0.02233101491275704,0.04872452922422974
40,597759.202549,52.0,120,0.0,0.06082025906032822,1.0790163919047422,0.3843295231664625,0.0,-0.15703896334038903,0.013515794565467587,0.041359726133912034,0.0,-1.8094928448822216,-0.09201434735087521,-0.40389345840335356,-7.727714555560927e-08,-0.14799399125015972,0.00933638318568377,0.028790356261486228,3.812205026480408e-20,-0.03225917720213984,-0.009306902038236984,-0.006666844244212052,-7.727714555564739e-08,-0.11573481404801989,0.018643285223920752,0.03545720050569828
41,597759.234824,52.0,120,0.0,0.054758363119020576,1.079413107611013,0.3855135262174962,0.0,-0.20889764388210375,0.0109866040441986,0.03249076251087235,0.0,-0.8433187948020859,-0.07502079858591415,-0.027578332216677937,-3.368521652903989e-08,-0.17980099211314493,0.007483706562560976,0.025460158830190954,3.812205026480443e-20,-0.032401752333614524,-0.00945209635165477,-0.006721374133471223,-3.368521652907801e-08,-0.1473992397795304,0.016935802914215745,0.03218153296366218
42,597759.267686,49.0,120,0.0,0.04718832326655946,1.0797304801760297,0.38644090534556375,0.0,-0.21106577082767508,0.008633125144426046,0.03985622628416419,0.0,0.3722898306507605,-0.05948009729853013,0.48171293014598393,1.879503310141167e-08,-0.16935668769988746,0.005756698188526856,0.03644750829609578,3.592270121106478e-20,-0.030709788475255552,-0.009088349021832247,-0.006405915490188049,1.8795033101375746e-08,-0.13864689922463191,0.014845047210359102,0.04285342378628383
43,597759.301137,48.0,120,0.0,0.04078488913978427,1.079984378228043,0.38817034197893513,0.0,-0.1836890835795375,0.007056725795202112,0.06474074026460386,0.0,1.164749986015606,-0.04441567979692311,0.739054722383572,5.111539534712208e-08,-0.13951807003838945,0.004644074783788673,0.058929733883056556,3.518958485981955e-20,-0.03021862103425785,-0.009042861548707285,-0.006324534546732016,5.1115395347086886e-08,-0.1092994490041316,0.013686936332495958,0.06525426842978857
