timestamp_ms,monotonic_ts,pressure
1779437178458,98527.380957,26
1779437178478,98527.401321,26
1779437178499,98527.421769,27
1779437178519,98527.442110,28
1779437178539,98527.462458,29
1779437178560,98527.482821,29
1779437178575,98527.498184,30
1779437178596,98527.518511,31
1779437178616,98527.538957,34
1779437178637,98527.560116,34
1779437178658,98527.580625,34
1779437178678,98527.600915,33
1779437178698,98527.621234,33
1779437178719,98527.641571,32
1779437178739,98527.661886,32
1779437178759,98527.682173,32
1779437178780,98527.702505,31
1779437178800,98527.722770,29
1779437178816,98527.739172,28
1779437178838,98527.760751,29
1779437178858,98527.781281,29
1779437178879,98527.801927,30
1779437178899,98527.822147,30
1779437178914,98527.837395,32
1779437178935,98527.857732,32
1779437178955,98527.878019,34
1779437178975,98527.898276,35
1779437178996,98527.918505,35
1779437179016,98527.938735,37
1779437179036,98527.958983,39
1779437179056,98527.979192,40
1779437179076,98527.999430,42
1779437179097,98528.019671,42
1779437179117,98528.039912,44
1779437179137,98528.060136,44
1779437179157,98528.080397,45
1779437179178,98528.100660,46
1779437179198,98528.120946,47
1779437179218,98528.141219,50
1779437179235,98528.157516,51
1779437179255,98528.177782,53
1779437179277,98528.200035,53
1779437179297,98528.220297,55
1779437179318,98528.241231,54
1779437179333,98528.256452,54
1779437179354,98528.276741,56
1779437179375,98528.298096,61
1779437179395,98528.318380,59
1779437179416,98528.338653,59
1779437179436,98528.358940,60
1779437179457,98528.380271,60
1779437179478,98528.400521,59
1779437179498,98528.420794,59
1779437179513,98528.435980,60
1779437179533,98528.456238,62
1779437179554,98528.476530,67
1779437179574,98528.496847,70
1779437179595,98528.518277,65
1779437179616,98528.538550,69
1779437179636,98528.558817,66
1779437179657,98528.580040,63
1779437179672,98528.595319,63
1779437179693,98528.615628,62
1779437179713,98528.635892,63
1779437179733,98528.656127,64
1779437179753,98528.676366,64
1779437179774,98528.696594,65
1779437179794,98528.716823,65
1779437179814,98528.737016,75
1779437179834,98528.757239,66
1779437179854,98528.777472,66
1779437179876,98528.798513,78
1779437179896,98528.818776,67
1779437179932,98528.854969,74
1779437179952,98528.875230,74
1779437179972,98528.895495,78
1779437179993,98528.915760,79
1779437180014,98528.936853,78
1779437180034,98528.957089,76
1779437180054,98528.977356,76
1779437180075,98528.998040,77
1779437180095,98529.018328,78
1779437180116,98529.038625,77
1779437180131,98529.053845,77
1779437180151,98529.074130,81
1779437180171,98529.094390,78
1779437180193,98529.115525,76
1779437180214,98529.136537,76
1779437180234,98529.156787,77
1779437180254,98529.177012,76
1779437180274,98529.197384,78
1779437180295,98529.217900,78
1779437180311,98529.233550,76
1779437180331,98529.253915,77
1779437180351,98529.274259,76
1779437180373,98529.295932,79
1779437180393,98529.316225,79
1779437180413,98529.336449,79
1779437180434,98529.356711,78
1779437180455,98529.378138,78
1779437180470,98529.393332,77
1779437180491,98529.413614,78
1779437180511,98529.433880,78
1779437180532,98529.454930,77
1779437180553,98529.475806,79
1779437180573,98529.496132,78
1779437180593,98529.516401,76
1779437180614,98529.536719,77
1779437180634,98529.557014,76
1779437180649,98529.572260,75
1779437180670,98529.592527,76
1779437180690,98529.612798,75
1779437180710,98529.633066,76
1779437180730,98529.653327,79
1779437180751,98529.673601,78
1779437180771,98529.693838,79
1779437180791,98529.714070,79
1779437180811,98529.734302,78
1779437180832,98529.754530,79
1779437180853,98529.775997,77
1779437180873,98529.796405,76
1779437180894,98529.816688,78
1779437180909,98529.831862,77
1779437180929,98529.852072,77
1779437180949,98529.872324,82
1779437180970,98529.892654,82
1779437180990,98529.912922,82
1779437181010,98529.933165,82
1779437181030,98529.953418,81
1779437181051,98529.974214,80
1779437181071,98529.994490,81
1779437181092,98530.014775,81
1779437181108,98530.031284,80
1779437181129,98530.051546,81
1779437181149,98530.071816,80
1779437181170,98530.092619,79
1779437181190,98530.112887,81
1779437181210,98530.133156,80
1779437181230,98530.153423,80
1779437181251,98530.173684,81
1779437181272,98530.195370,81
1779437181293,98530.215637,80
1779437181308,98530.230849,80
1779437181328,98530.251129,80
1779437181348,98530.271390,81
1779437181369,98530.292474,80
1779437181390,98530.312910,79
1779437181410,98530.333381,80
1779437181431,98530.353641,79
1779437181451,98530.373915,78
1779437181467,98530.390335,79
1779437181488,98530.410595,77
1779437181508,98530.430860,76
1779437181528,98530.451120,75
1779437181548,98530.471402,74
1779437181569,98530.491652,73
1779437181589,98530.511926,76
1779437181609,98530.532156,70
1779437181631,98530.553838,71
1779437181651,98530.574088,70
1779437181671,98530.594385,70
1779437181687,98530.609931,73
1779437181708,98530.631233,69
1779437181729,98530.651550,70
1779437181749,98530.671836,71
1779437181769,98530.692115,68
1779437181791,98530.713834,69
1779437181811,98530.734313,66
1779437181827,98530.749520,67
1779437181847,98530.769799,69
1779437181867,98530.790039,65
1779437181887,98530.810305,67
1779437181908,98530.830559,63
1779437181928,98530.850842,65
1779437181948,98530.871104,67
1779437181968,98530.891368,66
1779437181989,98530.911640,66
1779437182009,98530.931907,64
1779437182029,98530.952164,64
1779437182050,98530.972939,65
1779437182071,98530.993500,60
1779437182086,98531.009374,61
1779437182107,98531.029638,57
1779437182128,98531.050922,56
1779437182148,98531.071193,56
1779437182169,98531.091840,54
1779437182189,98531.112128,58
1779437182210,98531.132570,57
1779437182230,98531.152945,57
1779437182245,98531.168294,56
1779437182266,98531.188548,53
1779437182286,98531.209433,50
1779437182307,98531.229869,49
1779437182327,98531.250097,47
1779437182347,98531.270354,47
1779437182369,98531.291966,46
1779437182389,98531.312218,44
1779437182409,98531.332483,43
1779437182430,98531.352753,44
1779437182445,98531.367973,44
1779437182465,98531.388251,43
1779437182486,98531.408512,37
1779437182506,98531.428786,34
1779437182526,98531.449048,35
1779437182546,98531.469305,32
1779437182567,98531.489578,32
1779437182587,98531.509829,31
1779437182607,98531.530057,29
1779437182627,98531.550285,26
1779437182648,98531.570513,23
1779437182668,98531.590740,25
1779437182688,98531.611391,25
1779437182709,98531.631617,25
1779437182724,98531.646805,24
1779437182744,98531.667018,24
1779437182764,98531.687299,23
1779437182785,98531.707559,21
1779437182805,98531.727847,20
1779437182825,98531.748124,20
1779437182845,98531.768391,19
1779437182866,98531.788653,19
1779437182886,98531.808924,19
1779437182906,98531.829161,19
1779437182926,98531.849444,19
1779437182947,98531.869710,19
1779437182967,98531.889963,19
1779437182987,98531.910229,20
1779437183007,98531.930493,20
1779437183028,98531.950768,19
1779437183043,98531.965959,19
1779437183063,98531.986210,19
1779437183084,98532.006511,18
1779437183104,98532.026839,17
1779437183124,98532.047103,17
1779437183145,98532.067837,18
1779437183165,98532.088093,18
1779437183186,98532.108542,19
1779437183206,98532.128806,20
1779437183226,98532.149036,21
1779437183246,98532.169315,20
1779437183267,98532.189594,21
1779437183287,98532.209879,20
1779437183308,98532.230736,19
1779437183323,98532.245970,19
1779437183344,98532.266542,18
1779437183364,98532.286803,18
1779437183384,98532.307038,18
1779437183404,98532.327317,17
1779437183426,98532.348854,17
1779437183446,98532.369097,17
1779437183467,98532.390380,17
1779437183483,98532.405615,17
1779437183503,98532.426113,17
1779437183523,98532.446405,16
1779437183544,98532.466740,17
1779437183564,98532.487041,20
1779437183584,98532.507307,19
1779437183606,98532.528627,16
1779437183626,98532.548889,15
1779437183646,98532.569095,14
1779437183661,98532.584290,12
1779437183682,98532.604558,16
1779437183703,98532.625947,13
1779437183723,98532.646220,14
1779437183743,98532.666487,14
1779437183764,98532.686752,15
1779437183784,98532.707005,16
1779437183804,98532.727293,18
1779437183825,98532.747590,20
1779437183845,98532.767882,22
1779437183865,98532.788154,21
1779437183885,98532.808445,24
1779437183906,98532.828757,24
1779437183921,98532.844027,27
1779437183941,98532.864341,26
1779437183962,98532.884642,27
1779437183982,98532.904961,28
1779437184002,98532.925244,27
1779437184023,98532.945531,31
1779437184043,98532.966097,31
1779437184064,98532.986948,30
1779437184085,98533.007860,27
1779437184105,98533.028101,29
1779437184120,98533.043318,28
1779437184141,98533.063605,29
1779437184161,98533.083894,28
1779437184181,98533.104168,33
1779437184201,98533.124450,32
1779437184222,98533.144726,33
1779437184242,98533.165064,33
1779437184262,98533.185341,34
1779437184283,98533.205611,35
1779437184303,98533.225873,37
1779437184324,98533.246923,37
1779437184344,98533.267192,37
1779437184359,98533.282400,37
1779437184380,98533.302672,38
1779437184400,98533.322944,38
1779437184420,98533.343207,36
1779437184440,98533.363461,37
1779437184461,98533.383711,38
1779437184481,98533.403995,38
1779437184501,98533.424212,38
1779437184522,98533.444500,40
1779437184542,98533.464847,40
1779437184562,98533.485089,40
1779437184583,98533.506326,40
1779437184599,98533.522007,45
1779437184619,98533.542327,41
1779437184640,98533.562862,40
1779437184660,98533.583063,40
1779437184681,98533.603762,41
1779437184701,98533.624031,44
1779437184721,98533.644292,46
1779437184742,98533.664572,45
1779437184763,98533.685679,48
1779437184783,98533.705976,48
1779437184803,98533.726309,46
1779437184819,98533.741560,53
1779437184839,98533.761894,50
1779437184859,98533.782163,51
1779437184879,98533.802491,51
1779437184900,98533.822795,51
1779437184920,98533.843141,56
1779437184940,98533.863493,52
1779437184961,98533.883840,61
1779437184981,98533.904179,52
1779437185002,98533.924540,57
1779437185022,98533.944865,61
1779437185042,98533.965189,63
1779437185057,98533.980409,64
1779437185078,98534.000700,60
1779437185098,98534.020962,59
1779437185118,98534.041223,60
1779437185139,98534.061522,60
1779437185159,98534.081784,62
1779437185179,98534.102120,62
1779437185199,98534.122418,64
1779437185220,98534.142683,66
1779437185240,98534.162946,63
1779437185260,98534.183247,60
1779437185281,98534.203505,59
1779437185301,98534.223772,60
1779437185321,98534.244059,66
1779437185341,98534.264334,63
1779437185357,98534.279563,63
1779437185377,98534.299889,62
1779437185397,98534.320133,70
1779437185417,98534.340369,63
1779437185438,98534.360667,63
1779437185460,98534.382530,66
1779437185480,98534.402885,66
1779437185500,98534.423193,67
1779437185520,98534.443473,65
1779437185537,98534.459551,62
1779437185557,98534.479838,62
1779437185577,98534.500122,62
1779437185597,98534.520399,61
1779437185618,98534.540706,64
1779437185638,98534.560976,62
1779437185658,98534.581242,62
1779437185679,98534.601529,63
1779437185699,98534.621793,63
1779437185719,98534.642076,64
1779437185739,98534.662446,62
1779437185760,98534.682703,62
1779437185780,98534.703014,63
1779437185795,98534.718242,62
1779437185816,98534.738581,62
1779437185836,98534.758921,63
1779437185856,98534.779197,62
1779437185876,98534.799456,62
1779437185897,98534.819736,62
1779437185917,98534.840035,62
1779437185938,98534.861131,62
1779437185959,98534.881879,63
1779437185979,98534.902393,63
1779437186001,98534.923859,63
1779437186016,98534.939068,62
1779437186037,98534.960149,62
1779437186058,98534.980935,63
1779437186078,98535.001386,63
1779437186099,98535.021981,63
1779437186120,98535.042521,63
1779437186135,98535.057810,63
1779437186155,98535.078069,63
1779437186176,98535.099038,62
1779437186197,98535.119555,59
1779437186217,98535.139830,58
1779437186238,98535.160513,58
1779437186258,98535.181304,57
1779437186279,98535.201779,55
1779437186295,98535.217638,54
1779437186315,98535.237875,54
1779437186336,98535.258740,52
1779437186356,98535.279440,52
1779437186377,98535.299771,50
1779437186397,98535.320026,47
1779437186417,98535.340283,47
1779437186438,98535.360584,46
1779437186458,98535.380837,45
1779437186473,98535.396040,42
1779437186493,98535.416318,44
1779437186514,98535.436580,43
1779437186534,98535.456830,39
1779437186554,98535.477130,39
1779437186574,98535.497479,37
1779437186595,98535.517845,38
1779437186615,98535.538187,37
1779437186636,98535.558529,37
1779437186656,98535.578787,36
1779437186676,98535.599052,35
1779437186696,98535.619364,35
1779437186717,98535.639809,36
1779437186737,98535.660126,31
1779437186753,98535.675993,33
1779437186774,98535.696976,30
1779437186794,98535.717411,27
1779437186816,98535.738691,28
1779437186836,98535.759324,28
1779437186857,98535.779759,34
1779437186872,98535.795046,29
1779437186894,98535.816673,28
1779437186914,98535.837325,29
1779437186935,98535.857684,28
1779437186955,98535.877965,30
1779437186975,98535.898245,25
1779437186996,98535.918512,26
1779437187016,98535.938828,27
1779437187036,98535.959143,25
1779437187051,98535.974393,26
1779437187073,98535.996036,29
1779437187093,98536.016330,27
1779437187114,98536.036634,25
1779437187134,98536.056980,22
1779437187154,98536.077218,20
1779437187175,98536.097520,18
1779437187195,98536.117814,17
1779437187215,98536.138126,16
1779437187232,98536.154594,16
1779437187252,98536.175043,16
1779437187272,98536.195325,17
1779437187293,98536.215631,16
1779437187313,98536.235896,16
1779437187333,98536.256196,16
1779437187353,98536.276472,16
1779437187374,98536.296731,15
1779437187395,98536.318071,15
1779437187410,98536.333276,14
1779437187431,98536.354282,14
1779437187452,98536.374827,13
1779437187472,98536.395201,13
1779437187492,98536.415458,13
1779437187513,98536.435717,12
1779437187533,98536.456376,13
1779437187554,98536.476613,13
1779437187574,98536.496850,14
1779437187594,98536.517117,16
1779437187614,98536.537396,16
1779437187635,98536.557745,16
1779437187650,98536.573033,16
1779437187670,98536.593345,17
1779437187691,98536.614148,17
1779437187711,98536.634426,17
1779437187733,98536.656041,17
1779437187753,98536.676321,18
1779437187774,98536.696577,17
1779437187794,98536.716906,17
1779437187809,98536.732182,18
1779437187830,98536.752521,18
1779437187850,98536.772811,20
1779437187870,98536.793093,19
1779437187890,98536.813402,19
1779437187911,98536.833669,20
1779437187931,98536.853967,20
1779437187951,98536.874313,19
1779437187972,98536.894598,19
1779437187992,98536.914861,18
1779437188009,98536.931518,20
1779437188030,98536.952855,19
1779437188051,98536.973795,18
1779437188071,98536.994038,19
1779437188091,98537.014292,18
1779437188112,98537.034570,18
1779437188132,98537.054935,19
1779437188149,98537.071577,18
1779437188169,98537.091882,19
1779437188189,98537.112183,19
1779437188210,98537.133017,22
1779437188230,98537.153289,24
1779437188251,98537.173590,26
1779437188271,98537.193898,26
1779437188291,98537.214173,27
1779437188311,98537.234475,29
1779437188332,98537.254736,31
1779437188352,98537.275043,30
1779437188367,98537.290264,31
1779437188388,98537.310568,32
1779437188408,98537.330866,36
1779437188428,98537.351166,37
1779437188448,98537.371437,37
1779437188469,98537.391710,34
1779437188489,98537.411969,38
1779437188509,98537.432228,36
1779437188529,98537.452483,37
1779437188550,98537.472744,36
1779437188571,98537.494180,37
1779437188608,98537.531161,37
1779437188628,98537.551429,39
1779437188649,98537.571760,38
1779437188669,98537.592175,41
1779437188690,98537.612655,45
1779437188710,98537.632978,44
1779437188730,98537.653233,46
1779437188751,98537.673507,47
1779437188767,98537.689984,46
1779437188787,98537.710227,48
1779437188808,98537.730598,45
1779437188828,98537.751207,46
1779437188849,98537.772333,49
1779437188870,98537.792628,52
1779437188891,98537.813735,48
1779437188907,98537.829678,48
1779437188927,98537.850444,48
1779437188948,98537.871329,52
1779437188969,98537.891611,52
1779437188989,98537.912281,56
1779437189010,98537.932570,56
1779437189030,98537.952849,56
1779437189050,98537.973109,58
1779437189065,98537.988354,57
1779437189086,98538.008639,57
1779437189106,98538.028887,59
1779437189126,98538.049147,59
1779437189147,98538.069898,58
1779437189168,98538.090687,58
1779437189189,98538.111904,59
1779437189209,98538.132257,60
1779437189230,98538.152583,59
1779437189245,98538.167922,58
1779437189265,98538.188225,61
1779437189286,98538.208505,62
1779437189306,98538.228793,63
1779437189326,98538.249062,64
1779437189346,98538.269327,65
1779437189367,98538.289582,63
1779437189387,98538.309828,62
1779437189407,98538.330080,61
1779437189428,98538.350680,63
1779437189448,98538.370925,62
1779437189468,98538.391494,62
1779437189489,98538.411748,64
1779437189509,98538.432034,66
1779437189524,98538.447289,67
1779437189545,98538.467592,67
1779437189565,98538.487842,69
1779437189585,98538.508088,69
1779437189605,98538.528352,69
1779437189626,98538.549467,68
1779437189647,98538.569762,71
1779437189667,98538.590045,70
1779437189687,98538.610322,70
1779437189708,98538.630596,67
1779437189728,98538.650855,66
1779437189748,98538.671143,68
1779437189769,98538.691535,69
1779437189784,98538.706768,68
1779437189804,98538.727055,67
1779437189825,98538.748022,68
1779437189845,98538.768284,70
1779437189866,98538.788549,72
1779437189887,98538.809929,71
1779437189907,98538.830202,73
1779437189928,98538.850515,75
1779437189948,98538.870831,72
1779437189963,98538.886045,74
1779437189983,98538.906315,75
1779437190004,98538.926614,73
1779437190024,98538.946930,73
1779437190044,98538.967205,79
1779437190065,98538.988044,73
1779437190085,98539.008327,80
1779437190106,98539.028594,74
1779437190126,98539.049261,80
1779437190147,98539.070291,75
1779437190163,98539.085513,74
1779437190183,98539.105809,77
1779437190203,98539.126092,82
1779437190223,98539.146368,76
1779437190244,98539.166628,77
1779437190264,98539.186909,83
1779437190284,98539.207313,79
1779437190305,98539.228177,80
1779437190326,98539.248825,80
1779437190346,98539.269109,79
1779437190362,98539.285195,83
1779437190383,98539.305832,85
1779437190403,98539.326108,83
1779437190423,98539.346399,79
1779437190444,98539.367040,79
1779437190465,98539.388203,79
1779437190485,98539.408487,78
1779437190501,98539.424369,75
1779437190522,98539.444682,75
1779437190543,98539.465667,75
1779437190563,98539.486018,76
1779437190583,98539.506320,76
1779437190604,98539.526632,77
1779437190624,98539.546902,77
1779437190644,98539.567187,78
1779437190665,98539.587505,78
1779437190685,98539.607786,76
1779437190705,98539.628135,76
1779437190727,98539.649690,78
1779437190742,98539.664903,77
1779437190762,98539.685211,78
1779437190783,98539.705553,79
1779437190803,98539.726047,79
1779437190823,98539.746439,79
1779437190844,98539.767061,80
1779437190864,98539.787364,79
1779437190885,98539.807636,79
1779437190900,98539.822854,80
1779437190920,98539.843111,83
1779437190940,98539.863434,79
1779437190962,98539.884548,74
1779437190982,98539.904852,74
1779437191002,98539.925143,73
1779437191024,98539.946637,72
1779437191044,98539.966941,72
1779437191064,98539.987217,73
1779437191084,98540.007482,81
1779437191105,98540.027762,71
1779437191121,98540.043715,69
1779437191141,98540.063983,70
1779437191161,98540.084226,70
1779437191181,98540.104492,70
1779437191202,98540.124758,76
1779437191222,98540.145033,70
1779437191242,98540.165296,71
1779437191263,98540.185556,71
1779437191283,98540.205965,70
1779437191303,98540.226245,69
1779437191324,98540.246528,70
1779437191344,98540.266797,66
1779437191359,98540.282038,71
1779437191380,98540.302917,65
1779437191401,98540.323894,65
1779437191421,98540.344442,65
1779437191442,98540.364924,62
1779437191462,98540.385225,61
1779437191483,98540.406016,61
1779437191503,98540.426293,60
1779437191519,98540.441502,61
1779437191539,98540.461764,61
1779437191559,98540.482041,61
1779437191579,98540.502298,61
1779437191600,98540.522563,58
1779437191620,98540.542908,61
1779437191640,98540.563181,58
1779437191660,98540.583430,57
1779437191681,98540.603703,57
1779437191701,98540.623959,56
1779437191721,98540.644225,56
1779437191741,98540.664488,54
1779437191762,98540.684748,51
1779437191782,98540.705012,55
1779437191802,98540.725319,52
1779437191823,98540.745596,52
1779437191838,98540.760835,54
1779437191858,98540.781096,51
1779437191878,98540.801363,54
1779437191899,98540.821668,50
1779437191919,98540.841932,48
1779437191939,98540.862226,50
1779437191960,98540.882559,48
1779437191980,98540.902892,48
1779437192000,98540.923225,49
1779437192021,98540.943544,47
1779437192061,98540.984141,46
1779437192081,98541.004459,47
1779437192102,98541.024804,44
1779437192117,98541.040041,42
1779437192137,98541.060368,42
1779437192158,98541.080665,43
1779437192178,98541.100926,38
1779437192198,98541.121158,37
1779437192218,98541.141406,36
1779437192239,98541.161637,35
1779437192259,98541.182304,33
1779437192280,98541.202537,32
1779437192301,98541.223896,33
1779437192317,98541.240192,34
1779437192338,98541.260608,33
1779437192358,98541.281291,32
1779437192379,98541.302434,30
1779437192400,98541.322710,29
1779437192421,98541.343738,27
1779437192436,98541.358968,24
1779437192456,98541.379272,24
1779437192477,98541.399919,25
1779437192497,98541.420182,22
1779437192517,98541.440488,20
1779437192538,98541.460838,20
1779437192558,98541.481129,19
1779437192578,98541.501411,20
1779437192599,98541.521724,20
1779437192619,98541.542357,19
1779437192640,98541.562620,21
1779437192656,98541.578654,19
1779437192677,98541.599549,16
1779437192697,98541.620222,17
1779437192718,98541.640594,17
1779437192738,98541.660868,18
1779437192758,98541.681100,17
1779437192778,98541.701380,18
1779437192799,98541.721644,19
1779437192819,98541.742082,18
1779437192835,98541.757510,17
1779437192855,98541.777802,17
1779437192875,98541.798102,18
1779437192895,98541.818360,17
1779437192916,98541.838642,17
1779437192936,98541.858914,18
1779437192956,98541.879194,17
1779437192976,98541.899470,17
1779437192997,98541.919732,16
1779437193017,98541.940016,17
1779437193037,98541.960314,15
1779437193058,98541.980600,16
1779437193078,98542.000882,15
1779437193094,98542.016994,15
1779437193114,98542.037243,15
1779437193135,98542.057772,16
1779437193155,98542.078087,16
1779437193176,98542.099037,17
1779437193197,98542.120181,18
1779437193217,98542.140466,20
1779437193238,98542.160786,20
1779437193254,98542.177207,21
1779437193275,98542.197535,20
1779437193295,98542.218426,19
1779437193316,98542.238730,19
1779437193336,98542.259048,19
1779437193356,98542.279324,19
1779437193377,98542.299595,19
1779437193397,98542.319868,20
1779437193417,98542.340098,20
1779437193437,98542.360387,19
1779437193458,98542.380663,18
1779437193473,98542.395859,19
1779437193493,98542.416099,19
1779437193513,98542.436371,20
1779437193534,98542.456638,19
1779437193554,98542.476924,20
1779437193574,98542.497156,20
1779437193595,98542.518462,21
1779437193616,98542.539457,22
1779437193637,98542.559825,22
1779437193652,98542.575121,23
1779437193672,98542.595473,23
1779437193693,98542.615837,22
1779437193713,98542.636203,22
1779437193734,98542.656600,22
1779437193755,98542.678456,21
1779437193776,98542.698819,21
1779437193796,98542.719195,26
1779437193811,98542.734481,24
1779437193832,98542.754847,20
1779437193854,98542.776561,18
1779437193875,98542.798492,19
1779437193896,98542.818854,20
1779437193916,98542.839224,20
1779437193931,98542.854498,22
1779437193952,98542.874878,22
1779437193973,98542.896353,24
1779437193994,98542.916864,24
1779437194014,98542.937150,24
1779437194034,98542.957415,26
1779437194055,98542.977681,27
1779437194075,98542.997950,30
1779437194095,98543.018211,34
1779437194116,98543.038756,35
1779437194131,98543.054008,37
1779437194151,98543.074482,36
1779437194172,98543.094764,36
1779437194192,98543.115062,41
1779437194212,98543.135426,42
1779437194233,98543.156118,43
1779437194253,98543.176405,42
1779437194274,98543.197171,47
1779437194290,98543.212900,44
1779437194310,98543.233204,47
1779437194331,98543.253502,46
1779437194351,98543.273792,46
1779437194371,98543.294090,47
1779437194391,98543.314372,47
1779437194412,98543.334664,47
1779437194432,98543.354917,48
1779437194452,98543.375127,48
1779437194472,98543.395364,49
1779437194493,98543.415647,53
1779437194513,98543.435921,50
1779437194534,98543.456812,51
1779437194550,98543.473440,52
1779437194571,98543.493711,51
1779437194592,98543.514841,51
