frame_idx,image_path,frame_timestamp_ms,frame_monotonic_ts,matched_pressure,pressure_timestamp_ms,pressure_monotonic_ts,sync_error_ms
56,rgb/000056_1779437176540.png,1779437176540,98525.463121,78,1779437176542,98525.465147,2.026
57,rgb/000057_1779437176572.png,1779437176572,98525.495316,79,1779437176562,98525.485472,9.844
58,rgb/000058_1779437176605.png,1779437176605,98525.527595,78,1779437176603,98525.526038,1.557
59,rgb/000059_1779437176637.png,1779437176637,98525.559964,78,1779437176644,98525.566891,6.927
60,rgb/000060_1779437176671.png,1779437176671,98525.593741,79,1779437176664,98525.587152,6.589
61,rgb/000061_1779437176702.png,1779437176702,98525.624560,88,1779437176684,98525.607439,17.121
62,rgb/000062_1779437176734.png,1779437176734,98525.656921,79,1779437176725,98525.648049,8.872
63,rgb/000063_1779437176766.png,1779437176766,98525.689229,79,1779437176766,98525.688656,0.573
64,rgb/000064_1779437176799.png,1779437176799,98525.721704,78,1779437176801,98525.724347,2.643
65,rgb/000065_1779437176831.png,1779437176831,98525.754073,79,1779437176822,98525.744672,9.402
66,rgb/000066_1779437176864.png,1779437176864,98525.786551,75,1779437176862,98525.785272,1.278
67,rgb/000067_1779437176896.png,1779437176896,98525.818974,80,1779437176883,98525.805567,13.407
68,rgb/000068_1779437176929.png,1779437176929,98525.852337,73,1779437176923,98525.846236,6.101
69,rgb/000069_1779437176961.png,1779437176961,98525.884226,76,1779437176961,98525.883966,0.26
70,rgb/000070_1779437176993.png,1779437176993,98525.916346,73,1779437176981,98525.904273,12.073
71,rgb/000071_1779437177026.png,1779437177026,98525.948655,74,1779437177023,98525.946332,2.324
72,rgb/000072_1779437177058.png,1779437177058,98525.981339,74,1779437177044,98525.966633,14.706
73,rgb/000073_1779437177091.png,1779437177091,98526.013919,74,1779437177101,98526.023902,9.983
74,rgb/000074_1779437177123.png,1779437177123,98526.046342,74,1779437177121,98526.044168,2.174
75,rgb/000075_1779437177155.png,1779437177155,98526.078252,71,1779437177142,98526.065391,12.861
76,rgb/000076_1779437177188.png,1779437177188,98526.110637,69,1779437177183,98526.105986,4.651
77,rgb/000077_1779437177220.png,1779437177220,98526.143032,69,1779437177220,98526.142725,0.307
78,rgb/000078_1779437177253.png,1779437177253,98526.175645,69,1779437177260,98526.183340,7.695
79,rgb/000079_1779437177285.png,1779437177285,98526.207796,70,1779437177281,98526.203689,4.107
80,rgb/000080_1779437177319.png,1779437177319,98526.241641,69,1779437177322,98526.244973,3.332
81,rgb/000081_1779437177350.png,1779437177350,98526.272599,67,1779437177342,98526.265242,7.357
82,rgb/000082_1779437177382.png,1779437177382,98526.305047,67,1779437177383,98526.306402,1.355
83,rgb/000083_1779437177415.png,1779437177415,98526.337963,65,1779437177404,98526.326685,11.278
84,rgb/000084_1779437177447.png,1779437177447,98526.369849,71,1779437177439,98526.362168,7.681
85,rgb/000085_1779437177479.png,1779437177479,98526.402425,63,1779437177459,98526.382460,19.965
86,rgb/000086_1779437177512.png,1779437177512,98526.434692,65,1779437177500,98526.423044,11.648
87,rgb/000087_1779437177545.png,1779437177545,98526.467686,69,1779437177541,98526.463653,4.033
88,rgb/000088_1779437177577.png,1779437177577,98526.499587,64,1779437177561,98526.483973,15.613
89,rgb/000089_1779437177610.png,1779437177610,98526.533231,61,1779437177603,98526.526049,7.182
90,rgb/000090_1779437177642.png,1779437177642,98526.564560,61,1779437177639,98526.561612,2.948
91,rgb/000091_1779437177674.png,1779437177674,98526.596711,60,1779437177679,98526.602209,5.498
92,rgb/000092_1779437177708.png,1779437177708,98526.630925,57,1779437177699,98526.622485,8.441
93,rgb/000093_1779437177739.png,1779437177739,98526.661511,57,1779437177741,98526.663723,2.212
94,rgb/000094_1779437177772.png,1779437177772,98526.694846,55,1779437177761,98526.684017,10.829
95,rgb/000095_1779437177804.png,1779437177804,98526.726731,56,1779437177798,98526.720692,6.039
96,rgb/000096_1779437177836.png,1779437177836,98526.759048,56,1779437177838,98526.761248,2.2
97,rgb/000097_1779437177870.png,1779437177870,98526.793142,53,1779437177880,98526.803173,10.03
98,rgb/000098_1779437177901.png,1779437177901,98526.823517,55,1779437177900,98526.823436,0.081
99,rgb/000099_1779437177934.png,1779437177934,98526.857296,53,1779437177941,98526.864031,6.735
100,rgb/000100_1779437177965.png,1779437177965,98526.888469,54,1779437177962,98526.885118,3.351
101,rgb/000101_1779437177999.png,1779437177999,98526.921790,48,1779437177998,98526.920636,1.154
102,rgb/000102_1779437178030.png,1779437178030,98526.953135,45,1779437178018,98526.940896,12.239
103,rgb/000103_1779437178063.png,1779437178063,98526.985756,42,1779437178058,98526.981380,4.375
104,rgb/000104_1779437178095.png,1779437178095,98527.017917,40,1779437178079,98527.001673,16.244
105,rgb/000105_1779437178129.png,1779437178129,98527.051612,36,1779437178120,98527.043101,8.511
106,rgb/000106_1779437178160.png,1779437178160,98527.083390,33,1779437178157,98527.079826,3.564
107,rgb/000107_1779437178193.png,1779437178193,98527.116484,32,1779437178198,98527.121403,4.92
108,rgb/000108_1779437178225.png,1779437178225,98527.147983,33,1779437178219,98527.141698,6.285
109,rgb/000109_1779437178258.png,1779437178258,98527.180536,34,1779437178259,98527.182279,1.743
110,rgb/000110_1779437178290.png,1779437178290,98527.212747,33,1779437178280,98527.202581,10.166
111,rgb/000111_1779437178322.png,1779437178322,98527.244981,30,1779437178320,98527.243191,1.79
112,rgb/000112_1779437178355.png,1779437178355,98527.277686,29,1779437178340,98527.263483,14.203
113,rgb/000113_1779437178387.png,1779437178387,98527.309954,28,1779437178376,98527.298992,10.962
114,rgb/000114_1779437178420.png,1779437178420,98527.343229,26,1779437178417,98527.339548,3.681
115,rgb/000115_1779437178451.png,1779437178451,98527.374397,25,1779437178437,98527.359808,14.589
116,rgb/000116_1779437178485.png,1779437178485,98527.408295,26,1779437178478,98527.401321,6.974
117,rgb/000117_1779437178516.png,1779437178516,98527.439383,27,1779437178499,98527.421769,17.614
118,rgb/000118_1779437178549.png,1779437178549,98527.472212,29,1779437178539,98527.462458,9.754
119,rgb/000119_1779437178581.png,1779437178581,98527.504313,30,1779437178575,98527.498184,6.129
120,rgb/000120_1779437178614.png,1779437178614,98527.536619,34,1779437178616,98527.538957,2.337
121,rgb/000121_1779437178648.png,1779437178648,98527.570568,34,1779437178658,98527.580625,10.057
122,rgb/000122_1779437178678.png,1779437178678,98527.601303,33,1779437178678,98527.600915,0.389
123,rgb/000123_1779437178711.png,1779437178711,98527.633883,32,1779437178719,98527.641571,7.687
124,rgb/000124_1779437178743.png,1779437178743,98527.666245,32,1779437178739,98527.661886,4.359
125,rgb/000125_1779437178776.png,1779437178776,98527.698625,31,1779437178780,98527.702505,3.88
126,rgb/000126_1779437178809.png,1779437178809,98527.731550,29,1779437178800,98527.722770,8.779
127,rgb/000127_1779437178841.png,1779437178841,98527.763778,29,1779437178838,98527.760751,3.027
128,rgb/000128_1779437178873.png,1779437178873,98527.795721,29,1779437178858,98527.781281,14.44
129,rgb/000129_1779437178908.png,1779437178908,98527.830685,32,1779437178914,98527.837395,6.71
130,rgb/000130_1779437178938.png,1779437178938,98527.861014,32,1779437178935,98527.857732,3.282
131,rgb/000131_1779437178970.png,1779437178970,98527.893399,35,1779437178975,98527.898276,4.877
132,rgb/000132_1779437179003.png,1779437179003,98527.925907,35,1779437178996,98527.918505,7.402
133,rgb/000133_1779437179036.png,1779437179036,98527.958967,39,1779437179036,98527.958983,0.015
134,rgb/000134_1779437179067.png,1779437179067,98527.990127,40,1779437179056,98527.979192,10.934
135,rgb/000135_1779437179100.png,1779437179100,98528.023102,42,1779437179097,98528.019671,3.43
136,rgb/000136_1779437179132.png,1779437179132,98528.055289,44,1779437179117,98528.039912,15.377
137,rgb/000137_1779437179165.png,1779437179165,98528.087500,45,1779437179157,98528.080397,7.103
138,rgb/000138_1779437179197.png,1779437179197,98528.120298,46,1779437179178,98528.100660,19.638
139,rgb/000139_1779437179229.png,1779437179229,98528.152488,50,1779437179218,98528.141219,11.269
140,rgb/000140_1779437179264.png,1779437179264,98528.186740,53,1779437179255,98528.177782,8.958
141,rgb/000141_1779437179295.png,1779437179295,98528.217550,53,1779437179277,98528.200035,17.515
142,rgb/000142_1779437179327.png,1779437179327,98528.249679,54,1779437179318,98528.241231,8.448
143,rgb/000143_1779437179360.png,1779437179360,98528.283114,56,1779437179354,98528.276741,6.373
144,rgb/000144_1779437179392.png,1779437179392,98528.314723,59,1779437179395,98528.318380,3.657
145,rgb/000145_1779437179424.png,1779437179424,98528.347355,59,1779437179416,98528.338653,8.701
146,rgb/000146_1779437179456.png,1779437179456,98528.379186,60,1779437179457,98528.380271,1.085
147,rgb/000147_1779437179553.png,1779437179553,98528.476369,67,1779437179554,98528.476530,0.161
148,rgb/000148_1779437179587.png,1779437179587,98528.509950,65,1779437179595,98528.518277,8.328
149,rgb/000149_1779437179619.png,1779437179619,98528.541625,69,1779437179616,98528.538550,3.076
150,rgb/000150_1779437179652.png,1779437179652,98528.575147,63,1779437179657,98528.580040,4.893
151,rgb/000151_1779437179683.png,1779437179683,98528.606358,63,1779437179672,98528.595319,11.038
152,rgb/000152_1779437179717.png,1779437179717,98528.639500,63,1779437179713,98528.635892,3.607
153,rgb/000153_1779437179749.png,1779437179749,98528.672284,64,1779437179753,98528.676366,4.082
154,rgb/000154_1779437179781.png,1779437179781,98528.704284,65,1779437179774,98528.696594,7.689
155,rgb/000155_1779437179813.png,1779437179813,98528.735836,75,1779437179814,98528.737016,1.18
156,rgb/000156_1779437179846.png,1779437179846,98528.768962,66,1779437179854,98528.777472,8.511
157,rgb/000157_1779437179878.png,1779437179878,98528.800670,78,1779437179876,98528.798513,2.156
158,rgb/000158_1779437179912.png,1779437179912,98528.834799,67,1779437179896,98528.818776,16.023
159,rgb/000159_1779437179944.png,1779437179944,98528.866607,74,1779437179932,98528.854969,11.638
160,rgb/000160_1779437179975.png,1779437179975,98528.897892,78,1779437179972,98528.895495,2.398
161,rgb/000161_1779437180007.png,1779437180007,98528.930143,78,1779437180014,98528.936853,6.71
162,rgb/000162_1779437180040.png,1779437180040,98528.962901,76,1779437180034,98528.957089,5.812
163,rgb/000163_1779437180072.png,1779437180072,98528.995071,77,1779437180075,98528.998040,2.97
164,rgb/000164_1779437180104.png,1779437180104,98529.027350,78,1779437180095,98529.018328,9.021
165,rgb/000165_1779437180137.png,1779437180137,98529.060021,77,1779437180131,98529.053845,6.176
166,rgb/000166_1779437180169.png,1779437180169,98529.092280,81,1779437180151,98529.074130,18.15
167,rgb/000167_1779437180201.png,1779437180201,98529.124360,76,1779437180193,98529.115525,8.834
168,rgb/000168_1779437180235.png,1779437180235,98529.157504,77,1779437180234,98529.156787,0.716
169,rgb/000169_1779437180267.png,1779437180267,98529.189648,76,1779437180254,98529.177012,12.635
170,rgb/000170_1779437180300.png,1779437180300,98529.223397,78,1779437180295,98529.217900,5.497
171,rgb/000171_1779437180332.png,1779437180332,98529.254573,77,1779437180331,98529.253915,0.658
172,rgb/000172_1779437180365.png,1779437180365,98529.287851,79,1779437180373,98529.295932,8.081
173,rgb/000173_1779437180396.png,1779437180396,98529.318960,79,1779437180393,98529.316225,2.735
174,rgb/000174_1779437180429.png,1779437180429,98529.351694,78,1779437180434,98529.356711,5.017
175,rgb/000175_1779437180461.png,1779437180461,98529.383913,78,1779437180455,98529.378138,5.775
176,rgb/000176_1779437180493.png,1779437180493,98529.415992,78,1779437180491,98529.413614,2.378
177,rgb/000177_1779437180526.png,1779437180526,98529.449357,77,1779437180532,98529.454930,5.572
178,rgb/000178_1779437180558.png,1779437180558,98529.480794,79,1779437180553,98529.475806,4.988
179,rgb/000179_1779437180591.png,1779437180591,98529.513709,76,1779437180593,98529.516401,2.693
180,rgb/000180_1779437180623.png,1779437180623,98529.546118,77,1779437180614,98529.536719,9.399
181,rgb/000181_1779437180655.png,1779437180655,98529.578321,75,1779437180649,98529.572260,6.062
182,rgb/000182_1779437180688.png,1779437180688,98529.611139,75,1779437180690,98529.612798,1.659
183,rgb/000183_1779437180720.png,1779437180720,98529.643337,76,1779437180710,98529.633066,10.271
184,rgb/000184_1779437180753.png,1779437180753,98529.675572,78,1779437180751,98529.673601,1.971
185,rgb/000185_1779437180785.png,1779437180785,98529.708262,79,1779437180771,98529.693838,14.425
186,rgb/000186_1779437180817.png,1779437180817,98529.740121,78,1779437180811,98529.734302,5.819
187,rgb/000187_1779437180850.png,1779437180850,98529.772783,79,1779437180832,98529.754530,18.253
188,rgb/000188_1779437180882.png,1779437180882,98529.805109,76,1779437180873,98529.796405,8.704
189,rgb/000189_1779437180915.png,1779437180915,98529.837770,77,1779437180909,98529.831862,5.908
190,rgb/000190_1779437180947.png,1779437180947,98529.869959,82,1779437180949,98529.872324,2.365
191,rgb/000191_1779437180980.png,1779437180980,98529.902581,82,1779437180970,98529.892654,9.927
192,rgb/000192_1779437181012.png,1779437181012,98529.934930,82,1779437181010,98529.933165,1.765
193,rgb/000193_1779437181044.png,1779437181044,98529.967333,80,1779437181051,98529.974214,6.881
194,rgb/000194_1779437181077.png,1779437181077,98529.999900,81,1779437181071,98529.994490,5.41
195,rgb/000195_1779437181110.png,1779437181110,98530.033197,80,1779437181108,98530.031284,1.913
196,rgb/000196_1779437181141.png,1779437181141,98530.064368,81,1779437181129,98530.051546,12.822
197,rgb/000197_1779437181174.png,1779437181174,98530.097048,79,1779437181170,98530.092619,4.429
198,rgb/000198_1779437181207.png,1779437181207,98530.130455,80,1779437181210,98530.133156,2.702
199,rgb/000199_1779437181239.png,1779437181239,98530.161591,80,1779437181230,98530.153423,8.168
200,rgb/000200_1779437181272.png,1779437181272,98530.195475,81,1779437181272,98530.195370,0.105
201,rgb/000201_1779437181304.png,1779437181304,98530.226544,80,1779437181308,98530.230849,4.305
202,rgb/000202_1779437181336.png,1779437181336,98530.259413,80,1779437181328,98530.251129,8.283
203,rgb/000203_1779437181369.png,1779437181369,98530.291501,80,1779437181369,98530.292474,0.972
204,rgb/000204_1779437181401.png,1779437181401,98530.323769,79,1779437181390,98530.312910,10.859
205,rgb/000205_1779437181433.png,1779437181433,98530.355917,79,1779437181431,98530.353641,2.276
206,rgb/000206_1779437181466.png,1779437181466,98530.388691,79,1779437181467,98530.390335,1.644
207,rgb/000207_1779437181498.png,1779437181498,98530.420961,77,1779437181488,98530.410595,10.366
208,rgb/000208_1779437181531.png,1779437181531,98530.453683,75,1779437181528,98530.451120,2.563
209,rgb/000209_1779437181563.png,1779437181563,98530.485989,73,1779437181569,98530.491652,5.663
210,rgb/000210_1779437181596.png,1779437181596,98530.518516,76,1779437181589,98530.511926,6.591
211,rgb/000211_1779437181628.png,1779437181628,98530.550625,71,1779437181631,98530.553838,3.213
212,rgb/000212_1779437181660.png,1779437181660,98530.583028,70,1779437181651,98530.574088,8.94
213,rgb/000213_1779437181693.png,1779437181693,98530.616189,73,1779437181687,98530.609931,6.258
214,rgb/000214_1779437181725.png,1779437181725,98530.648123,70,1779437181729,98530.651550,3.427
215,rgb/000215_1779437181758.png,1779437181758,98530.680870,71,1779437181749,98530.671836,9.034
216,rgb/000216_1779437181790.png,1779437181790,98530.712582,69,1779437181791,98530.713834,1.252
217,rgb/000217_1779437181823.png,1779437181823,98530.745697,67,1779437181827,98530.749520,3.823
218,rgb/000218_1779437181854.png,1779437181854,98530.777128,69,1779437181847,98530.769799,7.329
219,rgb/000219_1779437181887.png,1779437181887,98530.809676,67,1779437181887,98530.810305,0.629
220,rgb/000220_1779437181919.png,1779437181919,98530.841956,63,1779437181908,98530.830559,11.398
221,rgb/000221_1779437181952.png,1779437181952,98530.875373,67,1779437181948,98530.871104,4.269
222,rgb/000222_1779437181984.png,1779437181984,98530.906771,66,1779437181989,98530.911640,4.869
223,rgb/000223_1779437182018.png,1779437182018,98530.940526,64,1779437182009,98530.931907,8.619
224,rgb/000224_1779437182049.png,1779437182049,98530.971599,65,1779437182050,98530.972939,1.34
225,rgb/000225_1779437182081.png,1779437182081,98531.004474,61,1779437182086,98531.009374,4.9
226,rgb/000226_1779437182115.png,1779437182115,98531.037881,57,1779437182107,98531.029638,8.242
227,rgb/000227_1779437182146.png,1779437182146,98531.069069,56,1779437182128,98531.050922,18.147
228,rgb/000228_1779437182178.png,1779437182178,98531.101277,54,1779437182169,98531.091840,9.437
229,rgb/000229_1779437182211.png,1779437182211,98531.134093,57,1779437182210,98531.132570,1.523
230,rgb/000230_1779437182244.png,1779437182244,98531.166579,56,1779437182245,98531.168294,1.715
231,rgb/000231_1779437182276.png,1779437182276,98531.199096,53,1779437182266,98531.188548,10.548
232,rgb/000232_1779437182308.png,1779437182308,98531.231303,49,1779437182307,98531.229869,1.434
233,rgb/000233_1779437182341.png,1779437182341,98531.263659,47,1779437182327,98531.250097,13.562
234,rgb/000234_1779437182373.png,1779437182373,98531.295790,46,1779437182369,98531.291966,3.825
235,rgb/000235_1779437182406.png,1779437182406,98531.328557,44,1779437182389,98531.312218,16.339
236,rgb/000236_1779437182437.png,1779437182437,98531.360476,44,1779437182445,98531.367973,7.497
237,rgb/000237_1779437182470.png,1779437182470,98531.393286,43,1779437182465,98531.388251,5.035
238,rgb/000238_1779437182502.png,1779437182502,98531.425280,34,1779437182506,98531.428786,3.506
239,rgb/000239_1779437182535.png,1779437182535,98531.457995,35,1779437182526,98531.449048,8.946
240,rgb/000240_1779437182567.png,1779437182567,98531.490164,32,1779437182567,98531.489578,0.587
241,rgb/000241_1779437182600.png,1779437182600,98531.522908,31,1779437182587,98531.509829,13.079
242,rgb/000242_1779437182632.png,1779437182632,98531.555125,26,1779437182627,98531.550285,4.84
243,rgb/000243_1779437182665.png,1779437182665,98531.587843,23,1779437182648,98531.570513,17.329
244,rgb/000244_1779437182697.png,1779437182697,98531.620052,25,1779437182688,98531.611391,8.661
245,rgb/000245_1779437182729.png,1779437182729,98531.652076,24,1779437182724,98531.646805,5.271
246,rgb/000246_1779437182762.png,1779437182762,98531.685122,23,1779437182764,98531.687299,2.176
247,rgb/000247_1779437182794.png,1779437182794,98531.717296,21,1779437182785,98531.707559,9.737
248,rgb/000248_1779437182826.png,1779437182826,98531.749493,20,1779437182825,98531.748124,1.37
249,rgb/000249_1779437182859.png,1779437182859,98531.782240,19,1779437182845,98531.768391,13.849
250,rgb/000250_1779437182892.png,1779437182892,98531.814522,19,1779437182886,98531.808924,5.598
251,rgb/000251_1779437182924.png,1779437182924,98531.846744,19,1779437182926,98531.849444,2.699
252,rgb/000252_1779437182956.png,1779437182956,98531.879043,19,1779437182947,98531.869710,9.333
253,rgb/000253_1779437182989.png,1779437182989,98531.911533,20,1779437182987,98531.910229,1.304
254,rgb/000254_1779437183022.png,1779437183022,98531.945114,19,1779437183028,98531.950768,5.654
255,rgb/000255_1779437183054.png,1779437183054,98531.977267,19,1779437183043,98531.965959,11.308
256,rgb/000256_1779437183086.png,1779437183086,98532.008710,18,1779437183084,98532.006511,2.199
257,rgb/000257_1779437183118.png,1779437183118,98532.041006,17,1779437183124,98532.047103,6.097
258,rgb/000258_1779437183151.png,1779437183151,98532.073890,18,1779437183145,98532.067837,6.053
259,rgb/000259_1779437183183.png,1779437183183,98532.106121,19,1779437183186,98532.108542,2.421
260,rgb/000260_1779437183215.png,1779437183215,98532.138309,20,1779437183206,98532.128806,9.503
261,rgb/000261_1779437183248.png,1779437183248,98532.170651,20,1779437183246,98532.169315,1.336
262,rgb/000262_1779437183280.png,1779437183280,98532.203340,21,1779437183267,98532.189594,13.745
263,rgb/000263_1779437183313.png,1779437183313,98532.235564,19,1779437183308,98532.230736,4.828
264,rgb/000264_1779437183345.png,1779437183345,98532.268265,18,1779437183344,98532.266542,1.723
265,rgb/000265_1779437183377.png,1779437183377,98532.300305,18,1779437183384,98532.307038,6.733
266,rgb/000266_1779437183411.png,1779437183411,98532.333800,17,1779437183404,98532.327317,6.483
267,rgb/000267_1779437183443.png,1779437183443,98532.365544,17,1779437183446,98532.369097,3.552
268,rgb/000268_1779437183475.png,1779437183475,98532.397743,17,1779437183467,98532.390380,7.363
269,rgb/000269_1779437183508.png,1779437183508,98532.430507,17,1779437183503,98532.426113,4.394
270,rgb/000270_1779437183540.png,1779437183540,98532.462605,16,1779437183523,98532.446405,16.201
271,rgb/000271_1779437183572.png,1779437183572,98532.494967,20,1779437183564,98532.487041,7.926
272,rgb/000272_1779437183606.png,1779437183606,98532.528739,16,1779437183606,98532.528627,0.112
273,rgb/000273_1779437183637.png,1779437183637,98532.559556,15,1779437183626,98532.548889,10.667
274,rgb/000274_1779437183669.png,1779437183669,98532.592437,12,1779437183661,98532.584290,8.147
275,rgb/000275_1779437183701.png,1779437183701,98532.624292,13,1779437183703,98532.625947,1.655
276,rgb/000276_1779437183734.png,1779437183734,98532.656858,14,1779437183743,98532.666487,9.629
277,rgb/000277_1779437183766.png,1779437183766,98532.689319,15,1779437183764,98532.686752,2.567
278,rgb/000278_1779437183799.png,1779437183799,98532.721982,18,1779437183804,98532.727293,5.311
279,rgb/000279_1779437183831.png,1779437183831,98532.753944,20,1779437183825,98532.747590,6.354
280,rgb/000280_1779437183863.png,1779437183863,98532.786367,21,1779437183865,98532.788154,1.788
281,rgb/000281_1779437183896.png,1779437183896,98532.818794,24,1779437183885,98532.808445,10.349
282,rgb/000282_1779437183928.png,1779437183928,98532.851187,27,1779437183921,98532.844027,7.16
283,rgb/000283_1779437183961.png,1779437183961,98532.883662,27,1779437183962,98532.884642,0.98
284,rgb/000284_1779437183995.png,1779437183995,98532.917802,27,1779437184002,98532.925244,7.442
285,rgb/000285_1779437184025.png,1779437184025,98532.948434,31,1779437184023,98532.945531,2.903
286,rgb/000286_1779437184058.png,1779437184058,98532.980820,31,1779437184043,98532.966097,14.723
287,rgb/000287_1779437184091.png,1779437184091,98533.013857,27,1779437184085,98533.007860,5.997
288,rgb/000288_1779437184123.png,1779437184123,98533.045607,28,1779437184120,98533.043318,2.289
289,rgb/000289_1779437184155.png,1779437184155,98533.078167,28,1779437184161,98533.083894,5.726
290,rgb/000290_1779437184188.png,1779437184188,98533.110983,33,1779437184181,98533.104168,6.816
291,rgb/000291_1779437184220.png,1779437184220,98533.143119,33,1779437184222,98533.144726,1.607
292,rgb/000292_1779437184253.png,1779437184253,98533.175571,34,1779437184262,98533.185341,9.77
293,rgb/000293_1779437184285.png,1779437184285,98533.208186,35,1779437184283,98533.205611,2.575
