frame_idx,timestamp,fsr_force_g,contact_point_count,qpos_index_joint0,qpos_index_joint1,qpos_index_joint2,qpos_index_joint3,qvel_index_joint0,qvel_index_joint1,qvel_index_joint2,qvel_index_joint3,qacc_index_joint0,qacc_index_joint1,qacc_index_joint2,qacc_index_joint3,tau_motion_no_contact_index_joint0,tau_motion_no_contact_index_joint1,tau_motion_no_contact_index_joint2,tau_motion_no_contact_index_joint3,tau_contact_fsr_index_joint0,tau_contact_fsr_index_joint1,tau_contact_fsr_index_joint2,tau_contact_fsr_index_joint3,tau_required_with_fsr_index_joint0,tau_required_with_fsr_index_joint1,tau_required_with_fsr_index_joint2,tau_required_with_fsr_index_joint3
0,98523.583638,39.0,120,0.0,0.3441099593639374,0.36176901888847357,0.47197806406021126,0.0,-0.19303765393250227,0.044109336836315016,0.07598969988476156,0.0,-2.5898013251846157,2.429016902084575,2.14904224572322,-2.4354644202338424e-08,-0.18514550769832216,0.058332153882577426,0.0819298040088224,-2.4930179503055157e-20,-0.030769150716598262,-0.01416508837252405,-0.007319414344080675,-2.4354644202313493e-08,-0.15437635698172392,0.07249724225510147,0.08924921835290307
1,98523.61582,40.0,120,0.0,0.33643859820365907,0.3646109126567841,0.4756717921733856,0.0,-0.28371091097411405,0.1325045322479026,0.15356272768563883,0.0,-3.0452280088311503,3.0644387802425674,2.6718531477857814,-1.8323168241133004e-08,-0.2622575782192172,0.13539577679130382,0.14921603737158842,-2.5569414874927885e-20,-0.031651357379906826,-0.014586246912888666,-0.007515280287744761,-1.8323168241107434e-08,-0.23060622083931037,0.1499820237041925,0.15673131765933318
2,98523.649042,40.0,120,0.0,0.3254583070421219,0.3705287617492676,0.48210366022109985,0.0,-0.39268904357580325,0.24520740748899428,0.2512920920525863,0.0,-2.7429913767478435,3.4286039776016928,2.8156539847704383,1.288767250948709e-08,-0.3464165760085605,0.2292019338988396,0.22883988660035343,-2.5569414874928183e-20,-0.031742251002481146,-0.014628358164422196,-0.007505405557944189,1.288767250951266e-08,-0.3146743250060794,0.24383029206326182,0.2363452921582976
3,98523.680232,40.0,120,0.0,0.3113896687622071,0.3801409480609894,0.49163073858833317,0.0,-0.46250931462306166,0.35320520500281916,0.3354212419483371,0.0,-1.4493429747177613,3.1154737980969873,2.2545799898164853,6.102181009705523e-08,-0.3893118393643722,0.3124807309596967,0.2905375391797522,-2.5569414874928345e-20,-0.031810663905425564,-0.014637284284035637,-0.007468719615663209,6.10218100970808e-08,-0.3575011754589466,0.32711801524373235,0.2980062587954154
4,98523.713062,39.0,120,0.0,0.29580992796382904,0.39329251866645815,0.5036782082813263,0.0,-0.482819337415588,0.4434916075847539,0.3941399652049471,0.0,-0.259311681730253,1.970124485406803,1.3015932043728364,7.241336823571511e-08,-0.39365019995018663,0.37326270617170243,0.32798638554492654,-2.4930179503054922e-20,-0.031031562460805306,-0.014227155568055863,-0.007213632220120846,7.241336823574004e-08,-0.36261863748938133,0.3874898617397583,0.3352000177650474
5,98523.745039,39.0,120,0.0,0.2801135066220093,0.40881007966285704,0.5171280095495605,0.0,-0.4799195807894927,0.4821964459825212,0.4205935807885499,0.0,0.5765583977528559,0.19041673067974507,0.21764810902392284,4.466891965110853e-08,-0.38298118788125585,0.38642875900860213,0.3383116856998553,-2.493017950305451e-20,-0.03099461257867338,-0.014133516653300572,-0.007118214357405477,4.4668919651133455e-08,-0.3519865753025825,0.4005622756619027,0.34542990005726076
6,98523.77728,40.0,120,0.0,0.26499625588011166,0.42425657913594056,0.5306878788882752,0.0,-0.4455363088068469,0.4551790169630685,0.407793682369336,0.0,1.1551538716753393,-0.9615032812867463,-0.4415434216224332,2.5524131180059997e-08,-0.3496948069783722,0.3532972797713261,0.3214824596702633,-2.631881051803401e-20,-0.03189197365240554,-0.014546572252796085,-0.007354749269291221,2.5524131180086315e-08,-0.31780283332596665,0.3678438520241222,0.3288372089395545
7,98523.810491,40.0,120,0.0,0.2509982376857712,0.4385553618709931,0.5437937461228577,0.0,-0.40413776669737667,0.4190209003062808,0.39160598011794967,0.0,1.211849483386457,-1.3100469200981912,-0.6349450703948953,1.2697585698288845e-08,-0.3160193987670548,0.3208863761945883,0.3066008192829428,-2.6318810518033788e-20,-0.031832388911276925,-0.014442399795851843,-0.007253645768319726,1.2697585698315165e-08,-0.2841870098557779,0.33532877599044014,0.3138544650512625
8,98523.842373,40.0,120,0.0,0.23864452358596436,0.4515619210752399,0.5561865490986035,0.0,-0.3665630512626401,0.37048059908792563,0.3668474790548011,0.0,1.1554205638082795,-1.8098346744407499,-0.9668311449162283,-1.052601758219205e-08,-0.28653886835107717,0.27705460089806794,0.2834768353309023,-2.6318810518034005e-20,-0.0317626120840083,-0.014336103103591376,-0.0071540128462977345,-1.0526017582165731e-08,-0.25477625626706885,0.29139070400165934,0.29063084817720003
9,98523.875003,41.0,120,0.0,0.22738218459695902,0.46239908038398037,0.5674267230282725,0.0,-0.3296342915774937,0.30182994855802736,0.3289457947805108,0.0,1.0306833563918616,-1.8041699369211202,-1.0621809835750664,-1.842411040435729e-08,-0.25825300529342166,0.22219070595966678,0.2522041107803177,-2.6976780780985065e-20,-0.03250726816342168,-0.014613345811030768,-0.007247254516271141,-1.8424110404330313e-08,-0.22574573712999998,0.23680405177069755,0.2594513652965888
